file,relative_path,size_bytes,mtime_iso,md5,sha256
"Estrada & Coates-Estrada 2002 Bats in continuous forest, forest fragments...in Mexico.pdf","Estrada & Coates-Estrada 2002 Bats in continuous forest, forest fragments...in Mexico.pdf",213074,2005-11-07T11:38:36,7142d25a9fe0b281bb1fa1051d2f097a,47b5a551b6aec145e722d3b1b48143c589a59c2ee4218f326f4c8c352b674891
Estrada et al 2004 Bat activity in a fragmented landscape in Mexico.pdf,Estrada et al 2004 Bat activity in a fragmented landscape in Mexico.pdf,148001,2004-10-25T05:46:24,e083a02b77070234e11fefa5ded5907b,1367f4e2deb56679ae7a53d84eb6538a2aebe8be3872a63c313028f5f0fbf473
Eudiscopus echolocation.pdf,Eudiscopus echolocation.pdf,420739,2014-07-19T11:27:04,12aa41a4454687d4990132a8eea39521,a7c567b3536b3f8d109a9edd2689232069d24453592e87cae75b58c758e17009
"Evans et al 2000 Field observations of larger mammals in Laos, 1994-1995.pdf","Evans et al 2000 Field observations of larger mammals in Laos, 1994-1995.pdf",5105415,2011-07-21T10:11:34,82d39f8c6cad12e45e98cfaf101e99ca,b64690391f306c0c70f43707555bc8399e00a25abc0f1aab7fcc868c630880d0
Evelyn et al 2004 Conservation of bats in suburban landscapes (Myotis yumanensis).pdf,Evelyn et al 2004 Conservation of bats in suburban landscapes (Myotis yumanensis).pdf,453424,2005-08-23T10:55:34,7df5eaa67272d642ead6a49cbd94f696,131b38eaab998d88b8a2013e22e2a3e077803e0e3581ec236a7ff73fac366423
Evert et al 2004 Roosting behavior and.....of Pteropus vampyrus in the Philippines.pdf,Evert et al 2004 Roosting behavior and.....of Pteropus vampyrus in the Philippines.pdf,2092173,2006-03-23T08:02:38,715ad79dbaa8d4a97db06df4e08ed495,cb7b4b7d7a4b7f78d3fd22479f9f4268d90e23bf72d13a443330956721c3ada6
Fabre et al 2012 A glimpse on the pattern of rodent diversification; a phylogenetic approach.pdf,Fabre et al 2012 A glimpse on the pattern of rodent diversification; a phylogenetic approach.pdf,2053929,2013-02-28T23:42:48,a2782fd3beead06ab8e40a0cf8b8ff8a,bc76b7ae3eac829c3b165ad9c12d0cbef4d624e0aa3f086c1e1ea9126b0fcb2b
Fahr & Kalko 2002 Spatial and temporal patterns in bat assemblage structure in Ivory Coast.pdf,Fahr & Kalko 2002 Spatial and temporal patterns in bat assemblage structure in Ivory Coast.pdf,88199,2012-04-20T08:20:28,28c1a65394b97409a8acfd5ceaaf13ec,97ac22f9d3727ae5f1d24870643314870d41eb11d94c6b1da1b2a79f8f28e669
Fahr et al 2001 Niche partitioning of echolocation frequencies within CF bats in Cote d'Ivoire.pdf,Fahr et al 2001 Niche partitioning of echolocation frequencies within CF bats in Cote d'Ivoire.pdf,113656,2012-04-20T07:54:18,2e94911ca851358c9913a8a26643f4ff,52c778e80b5376e496e3780d776e9d1347833632cb2e2066a10f00036981a780
Fahr et al 2002 Revision of Rhinolophus maclaudi and a new species from West Africa.pdf,Fahr et al 2002 Revision of Rhinolophus maclaudi and a new species from West Africa.pdf,2623165,2012-04-05T09:36:40,0ee75d8fff20bc7bbde8b69a93763736,81b42c3270ac95a273378a326395c41495af2845bf93bbfa53aabe8d51799ba2
"Farhang-Azad n.k. Bats from North Khorassan, Iran.pdf","Farhang-Azad n.k. Bats from North Khorassan, Iran.pdf",637859,2010-10-04T08:57:52,98e5fde9adc991d3fc05fc44f38e0239,06f51b724717975ac421836ae2a5129ab02ec2ef21267e9c58c6e2a886d0983d
"Faria et al 2006 Bats and birds from forests and plantations in south. Bahia, Brazil.pdf","Faria et al 2006 Bats and birds from forests and plantations in south. Bahia, Brazil.pdf",505762,2006-02-27T07:01:46,4c0b36988986bc3fffcb8b523d5e0d8a,908a8ce40d633a74fa45146cf96a6ecec483e134f74e22e93bc98a9ea2480a85
Feiler 1980 Taphozous saccolaimus auf Sulawesi.pdf,Feiler 1980 Taphozous saccolaimus auf Sulawesi.pdf,205459,2011-03-30T11:05:50,f19dacdf8ad0ed49cb12c602b8d659f5,e70b9ba88c35581e537d7f962f2474dd6039e71468d3a31f5e0dfd98ac891097
Feiler 1981 Weitere Nachweise von Hipposideros inexpectatus Laurie et Hill.pdf,Feiler 1981 Weitere Nachweise von Hipposideros inexpectatus Laurie et Hill.pdf,225673,2013-01-22T10:47:18,d65629a9a1c97d49919840000e4778ee,0bcb6d1c60a5c429f6f822cd4deba6f34f411d11ac509e7965437710e38b2957
Feiler 1986 Zur Faunistik und Biometrie angolanischer Fledermaeuse.pdf,Feiler 1986 Zur Faunistik und Biometrie angolanischer Fledermaeuse.pdf,814582,2013-01-22T10:58:24,aba27a795531f3c7c5d042a5ba1e66fb,1b114f7a2796a974f2303497c435d07e8072ecc71744be05674c4ad4cb8fbf5e
Fellers & Pierson 2002 Habitat use and foraging behaviour of Corynorhinus townsendii in California.pdf,Fellers & Pierson 2002 Habitat use and foraging behaviour of Corynorhinus townsendii in California.pdf,4827202,2006-01-28T15:15:42,466ea924157fd8b86045e271128f3f58,9ce5d8aa29174be0b01e525c918f1a020beee09da354bfc533c2426df85ca11e
"Felten & Kock 1972 Weitere Pteropus von den Neuen Hebriden, Banks- und Torres-Inseln.pdf","Felten & Kock 1972 Weitere Pteropus von den Neuen Hebriden, Banks- und Torres-Inseln.pdf",543174,2011-04-19T08:52:42,3bc1601cc7f07f9f83203af2c9e966c0,7ef21794e1414cd013a59cb9a177d74eedf62814e9445a584e4b1bcb1ffdd80a
Felten 1971 Eine neue Art der Fledermaus-Gattung Eptesicus aus Kleinasien.pdf,Felten 1971 Eine neue Art der Fledermaus-Gattung Eptesicus aus Kleinasien.pdf,304100,2011-04-18T10:31:08,e3d7311c8597bd0dbd803922f0284d22,2dad9663671c6606fb1f9b3b3e28904627303e3382af54a95d55d383e664abb0
Fenton & Bell 1981 Recognition of species of insectivorous bats by their echolocation calls.pdf,Fenton & Bell 1981 Recognition of species of insectivorous bats by their echolocation calls.pdf,359330,2011-03-29T23:27:24,d47ff191fff3025a7dd712ee8260d9d8,85c9b869d644d2f3ed549cb4ac3742b028462153153d1973ca009a4ffc9d0635
Fenton & Bogdanowicz 2002 Relationships between external morphology and foraging behaviour in Myotis.pdf,Fenton & Bogdanowicz 2002 Relationships between external morphology and foraging behaviour in Myotis.pdf,2177294,2006-01-28T11:38:14,0b88e7bad5c7f12a40fe386e975c5b40,2469925d8641c7cffef276b75081ae80a70da77f5b04b2e1900f0c09e105fb29
Fenton & Peterson 1972 Further notes on Tadarida aloysiiabaudiae and T. russata.pdf,Fenton & Peterson 1972 Further notes on Tadarida aloysiiabaudiae and T. russata.pdf,560001,2012-04-30T08:56:38,14e13ee2959c3ceef31c3b3c6af4ba78,3ca98cfbb34e92fad038abf68787f85070f137b8375d760bb0f8418027e8477d
Fenton & Ratcliffe 2004 Eavesdropping on bats.pdf,Fenton & Ratcliffe 2004 Eavesdropping on bats.pdf,99921,2004-06-09T11:36:44,5cc47df76c06dc36b1e04a7684d3148f,8b36bda437d737c5cd5c3df653679ace444f9691cad1bcc86683ea7c0abd92e3
Fenton & Rautenbach 1986 A comparison of the roosting and foraging behaviour of three species of African insectivorous bats.pdf,Fenton & Rautenbach 1986 A comparison of the roosting and foraging behaviour of three species of African insectivorous bats.pdf,716470,2012-04-26T08:12:36,5b7a263813420a610deb97a0213e784e,f7043bb9508b6b49f0670390b325cb413524f8b5fd17264ae5544ac38c4468b5
Fenton & Rautenbach 1998 Impacts of human and elephant population on conservation of bats in African woodlands.pdf,Fenton & Rautenbach 1998 Impacts of human and elephant population on conservation of bats in African woodlands.pdf,853557,2009-12-01T04:31:56,2b2e7777b952820f7c70a62c477f29a7,2e7f619e0f3fb0b19938c7d10c5308e88eb5089c2e8585b9596545fed67feb74
Fenton 1969 The carrying of young by females of three species of bats.pdf,Fenton 1969 The carrying of young by females of three species of bats.pdf,524383,2011-05-16T08:48:58,8ec3d2f91a8609e7a24d5c3ee60939e4,21eedd5fcd3912935431b9d2e42477400acce9e845279af82496f14ff3efe833
Fenton 1974 The role of echolocation in the evolution of bats.pdf,Fenton 1974 The role of echolocation in the evolution of bats.pdf,353299,2003-02-17T06:56:00,2698743b724f82cc2b6eaf28fed19472,9fadd484b2f7841690a1c5b94ab396b1e085fff71349506c0bc8e51d2cab2a95
Fenton 1975 Biology of some Rhodesian bats incl. key to Chiroptera of Rhodesia.pdf,Fenton 1975 Biology of some Rhodesian bats incl. key to Chiroptera of Rhodesia.pdf,361516,2010-12-09T00:50:38,f8d65e67a38e729f49db653d2a7cd807,cd8b2b7e854bfc3cf95caf201abf49e9e43a8b0df0f72585d9909b422d632dfa
Fenton 2003 Eavesdropping on the echolocation and social calls of bats.pdf,Fenton 2003 Eavesdropping on the echolocation and social calls of bats.pdf,967404,2005-07-05T12:14:10,612eb126273a71ce6ebd8a4759ff3fc1,9c4ff000a507311d15cbf8bf45678bf4e64062509bced7a3cdd6df81d656730c
Fenton 2003 Science and the conservation of bats.pdf,Fenton 2003 Science and the conservation of bats.pdf,4579744,2010-03-26T02:32:06,6df5c85aa7ff854929cdacdf0be472ea,070be16332913bdeb4f02bfe2257258e0176aaa52b25d0572305694a4896be2b
Fenton et al 1990 Foraging behavior and prey selection by Nycteris grandis.pdf,Fenton et al 1990 Foraging behavior and prey selection by Nycteris grandis.pdf,916300,2012-06-07T10:17:18,42e2d1c824c29eb7785fd6f054baf45a,f27dd44847046f0bb911332f95057122b19b85a2bf9d061f80c1b68b5e38f6fc
"Fenton et al 1995 Signal strength, timing and self-deafening - evolution of echolocation in bats.pdf","Fenton et al 1995 Signal strength, timing and self-deafening - evolution of echolocation in bats.pdf",2038983,2002-11-21T03:32:18,ebbf75dc5ab6cb8adfe7a2eea8128f0d,8648c0f173d6769c3903a372fd24c8d23b02a36e136ece7b801658446504d108
Fenton et al 1998 Bats and the loss of tree canopy in African Woodlands.pdf,Fenton et al 1998 Bats and the loss of tree canopy in African Woodlands.pdf,995838,2005-11-19T12:40:40,f6be0d77069d3ae8e021e8d4f0aef32d,aecf7d9404a03be57672f4677b17ba618f95211a23c11749d69dd0fec886797b
Fenton et al 1998 Sound frequencies used in echolocation by aerial-feeding bats.pdf,Fenton et al 1998 Sound frequencies used in echolocation by aerial-feeding bats.pdf,1784516,2006-01-28T11:11:28,6f9abb958459f6a515e6457b24531b12,c6d72fd31b2afc220c7f7e506dcf0d0331c35c296cefbcb4e1a9ce7d0cb2bafd
Fenton et al 1998 Tooth breakage and diet- comparison of bats and carnivores.pdf,Fenton et al 1998 Tooth breakage and diet- comparison of bats and carnivores.pdf,89803,2004-10-15T14:23:48,07e6e5526d1828ca414b10e2299711c2,1c626432a0c827c99d1a2db74dea3df473ada7ff974fe3297623995eeecc437e
Fenton et al 2000 Roosts used by Sturnira lilium in Belize.pdf,Fenton et al 2000 Roosts used by Sturnira lilium in Belize.pdf,114812,2005-07-07T10:25:00,f176e03ec4872b4ab084c10b4de29e9a,b56404902146ac648c1ba6574707f9be14326a78d9cfa2384d6262abafcd2da4
Fenton et al 2001 The bat fauna of Belize.pdf,Fenton et al 2001 The bat fauna of Belize.pdf,125019,2005-05-05T06:49:40,a3f04b89a27bc9f9b85f18889b36a16d,983ac40b61be28b3f5bb0e10d18825f5303860eb62c0ad2c527193bfe215153f
Fenton et al 2002 The African bat Otomops martiensseni (2).pdf,Fenton et al 2002 The African bat Otomops martiensseni (2).pdf,1612162,2012-10-23T08:20:20,11d40a1081075ba663e7b65c32826043,514cc78eaa2f8e3516c95941912d175b986879ec6727165d5cf651e2f61bcb7e
Fenton et al 2004 Individuality of frequency-modulated calls of Otomops martiensseni.pdf,Fenton et al 2004 Individuality of frequency-modulated calls of Otomops martiensseni.pdf,6240151,2009-09-10T04:54:08,c1f07ad2112b911c6c0ae93cadb296d3,966eaf77b8eaeb01972d8730d388a69e044ac5899064f4f0b6bfe9a7e83b49c1
Fernandez-Juricic et al 2004 Sensitivity of wildlife to recreationist behaviour.pdf,Fernandez-Juricic et al 2004 Sensitivity of wildlife to recreationist behaviour.pdf,205671,2006-01-02T08:07:16,b56464ab8260e8c0c70120ddd7301a7d,225c80cfc5ac6dbb999a60bfe5af3b431afb37daf3698cdd73ac96360811930c
Ferrara & Leberg 2005 Characteristics of positions selected by day-roosting bats in Louisiana.pdf,Ferrara & Leberg 2005 Characteristics of positions selected by day-roosting bats in Louisiana.pdf,3367095,2006-02-16T10:38:44,2017475d77324eeb1c48703b63d606f2,ec112a6ec4d862a2201205510ebec6468c489a1cda42148e6622abda45b1cfc9
Ferrars and Ferrars 1901 Burma.pdf,Ferrars and Ferrars 1901 Burma.pdf,21599422,2015-09-01T14:46:34,9359ae01c51b154f5d211289fd7a26f5,de021ed529fee0996154a37782e2be6cf293ab2c74e03fb70678a3f00b3d52ad
Field et al 2001 Natural history of Hendra and Nipah viruses.pdf,Field et al 2001 Natural history of Hendra and Nipah viruses.pdf,111376,2006-01-15T08:46:54,b14ec13222b4efca8739cbf3e4b253fe,c1cb04a69f115ff9548dd910e1f2cb1a9cb04849aff5d7c8c5c52c8a1368130b
Fillieux et al 2017 Assessment of rodent communities in Cambodia.pdf,Fillieux et al 2017 Assessment of rodent communities in Cambodia.pdf,295460,2018-01-12T15:29:28,4db60746a40a543ad4bc0d3b72d96d00,4cb71faa3e76d19cd58aa38a1f86fd1e7b61d6e0a5b6ea97b833ec16c6f60aa7
Findley & Black 1983 Morphological and dietary structuring of a Zambian insectivorous bat community.pdf,Findley & Black 1983 Morphological and dietary structuring of a Zambian insectivorous bat community.pdf,983935,2005-06-29T11:53:40,ce93c1849a035b0d5d50aea2385d16f2,9a4b4fac3cceac56d1d469ac5cfd47a5ca4594aa4643f356f70114c976b52841
Findley & Wilson 1982 Ecological significance of chiropteran morphology.pdf,Findley & Wilson 1982 Ecological significance of chiropteran morphology.pdf,1018507,2011-03-31T08:53:54,b5bef37a511390fe68eb58c8690c634e,524802dd17f2d99ae8f65f561adfc4d3c3b45ac196d78ed5efc23ec6039d7aea
Findley & Wilson 1983 Are bats rare in tropical Africa.pdf,Findley & Wilson 1983 Are bats rare in tropical Africa.pdf,236153,2013-01-15T09:02:16,2918b86328da2424747b3812348edcee,7469045f11c62b8a1ce5b6871de07228d7e1397e0ed88650017e2271c647510d
Findley 1972 Phenetic relationships among the genus Myotis.pdf,Findley 1972 Phenetic relationships among the genus Myotis.pdf,2267860,2011-04-19T10:40:06,a1be543143c78c30da98ac875573f660,c2a50fbdc68e28a7937f3639f6878b6d85a82a82e17ba2b0bcc475828ddbcba5
Findley et al 1972 Morphologic properties of bat wings.pdf,Findley et al 1972 Morphologic properties of bat wings.pdf,631952,2011-01-11T08:02:02,36c0de3f0cdb01d0019a53b4103c154f,6150c5b8ea10040a4f9bbddea079f81f7800d1e3d189ebfcf77d88149a439659
Firzlaff & Schuller 2004 Directionality of hearing in Pteronotus parnellii and Rhinol. rouxi.pdf,Firzlaff & Schuller 2004 Directionality of hearing in Pteronotus parnellii and Rhinol. rouxi.pdf,989808,2005-07-05T10:42:38,1adf06988f9e968ae5521eda76db422f,2f2d1e26cf7d5163ea3e0593f0ab15a846e71e9667c485d8b0f247b5600cfc02
Fischer et al 2009 Designing habitat studies - quantifying sources of bat activity.pdf,Fischer et al 2009 Designing habitat studies - quantifying sources of bat activity.pdf,339869,2011-09-19T00:21:00,3037862b0259b85f4d2a6806afe58a37,2dea4900e96526f880c908e1791f46bdea9c3e80c5dc7671ee6e8a45dd8a96d8
"Fischer, 1966 Beobachtungen an Fledermaeusen und Flughunden in Vietnam.pdf","Fischer, 1966 Beobachtungen an Fledermaeusen und Flughunden in Vietnam.pdf",534073,2010-09-27T10:41:32,153ba5bb2d1b1316340c6bae68da6e1e,59e883fe30e4b2b05ad8918c3209f33cb9601d36fcf60b03f2952048b976ca26
Fisher & Owens 2004 The comparative method in conservation biology.pdf,Fisher & Owens 2004 The comparative method in conservation biology.pdf,171735,2006-01-02T08:01:38,6130791fcad3090f4efec0bdd45ba065,294e444ad953ca9a00f1f248c9a26faa63cc534a20c653bb4a274027071d0602
Fjeldsa 2000 Choosing priority areas for global conservation.pdf,Fjeldsa 2000 Choosing priority areas for global conservation.pdf,941015,2010-07-21T10:33:20,bcf5851e505cd714fb020b1cbea0f257,46dc79dfd7687baf443e132754ed20c7cf4a3cf97fc2010ebd5e65b6d05456e4
Flanders et al 2009 Phylogeography of the Greater Horseshoe bat.pdf,Flanders et al 2009 Phylogeography of the Greater Horseshoe bat.pdf,267328,2010-06-27T23:26:08,346db161c05ee7d6f18d4e83809e7ef0,a4a886a76f46bd8adda141da5f38c98e99c0ae93353f1c414b85dd08d80ac853
Flannery & Colgan 1993 Hipposideros from Western Papua New Guinea.pdf,Flannery & Colgan 1993 Hipposideros from Western Papua New Guinea.pdf,2188848,2010-06-17T10:05:18,b9801e6836f4c52e745aa9b5b685c314,892048836f3a47c8f5b6096c25e83afe338e142a008b33a6836da2137973526e
"Flannery 1995 Mammals of the SW Pacific & Moluccan Islands, p. 178 only.pdf","Flannery 1995 Mammals of the SW Pacific & Moluccan Islands, p. 178 only.pdf",90150,2011-11-02T09:07:26,b7d1e71fceb5228ce618231d58061bcd,f21450bcd891509a1e678a1d4b90dabec84cbd9c5be0935d0af1ffad9860e9de
Flaquer et al 2005 Value of bat-boxes in the conservation of Pipistrellus pygmaeus.pdf,Flaquer et al 2005 Value of bat-boxes in the conservation of Pipistrellus pygmaeus.pdf,181656,2005-11-13T11:06:32,501c91edfc87d653037541deeef784e5,e86bb9a800f5d6aa8c99690e7266728c5cc7c8e9658f88a1edb83db6d183e333
Fleming 2010 Phylogeography Westindian Phyllostomids.pdf,Fleming 2010 Phylogeography Westindian Phyllostomids.pdf,2432357,2015-08-19T20:38:06,0b8fefc4b6d119093671420dcad00f12,7480804146891be22b4292b1b6ce46e98efd570589d6ca01c6b860f5aa6c8f8f
"Fleming et al 1972 Structure, reproductive cycles.... in Central American bats.pdf","Fleming et al 1972 Structure, reproductive cycles.... in Central American bats.pdf",2178416,2005-06-29T11:59:54,1c0fc2c523993507c002df6b4dc2f981,4426ed75446b67b7db0bd2fc36b52e6402acee0b8df80ca36f6f321a73571fee
Fleming et al 1998 Roosting behaviour of Leptonycteris curasoae.pdf,Fleming et al 1998 Roosting behaviour of Leptonycteris curasoae.pdf,1083264,2006-01-24T09:30:14,3d6a39ea5374a3c6f32cbaacad1ad1da,94a5a520678103e5616760a32194095457b0f093cc6a51dcdf6408095c358f36
Fleming n.k. Foraging strategies of plant-visiting bats.pdf,Fleming n.k. Foraging strategies of plant-visiting bats.pdf,643742,2011-05-18T05:49:18,36aff95323a05dc78b5a569b97ff4bd6,8288ec15a4833f3180c0a80a11986758166cd2f1d847e1bdff77b48c250b5eb7
Fleury & Brown 1997 Framework for design of wildlife conservation corridors.pdf,Fleury & Brown 1997 Framework for design of wildlife conservation corridors.pdf,2178784,2005-07-05T16:18:56,44b42208af9054d98e37fc1c1620ab09,80cb6879480877749e372dacc971cae4a2fbe13c690ce9585e0a6f1e35515733
Florentine & Westbrooke 2004 Restoration on abandoned tropical pasturelands.pdf,Florentine & Westbrooke 2004 Restoration on abandoned tropical pasturelands.pdf,238459,2006-01-02T08:15:30,542c53c0e476e990b7720dcd4f1ade04,900fc5828f8fe682fcd216657ef1551a8d3fd11d16acbf75c977bbe4db0ffa46
Flower 1900  On the mammalia of Siam and the Malay Peninsula .pdf,Flower 1900  On the mammalia of Siam and the Malay Peninsula .pdf,5241955,2013-03-19T08:22:06,ae5a72e1f0bf4f18403054f2d838655a,8151c185d99545f7e06b18f62bef7bff3a575e27ddaa2ed2e7eea3a933d5a072
"Flower 1900 On the mammalia of Siam and the Malay Peninsula, pp. 306 -308, 338 - 351.pdf","Flower 1900 On the mammalia of Siam and the Malay Peninsula, pp. 306 -308, 338 - 351.pdf",2433235,2011-05-23T10:06:52,f7742ca8f786f0659d5e468fada5c358,966882d41229ec2c9c747796bbdb03b19a347c7530a38f32aab791e626e0afe2
Foeller & Koessl 2000 Mechanical adaptation for echolocation in Hipposideros lankadiva.pdf,Foeller & Koessl 2000 Mechanical adaptation for echolocation in Hipposideros lankadiva.pdf,288775,2002-12-08T11:16:34,6fcdf5186473527c648cf2d414279a8f,cb6f1e0bde44ae00e30a39fd0cda86f7fd2df622daa2fd802aabc56969418035
Foley et al (2015) Hipposideridae_Rhinonycteridae.pdf,Foley et al (2015) Hipposideridae_Rhinonycteridae.pdf,1247500,2015-08-18T23:19:02,0cc1dffa70a2d1a928b9c8b317d433c8,60c9cc6d5ff876fb9f249b2cf334339114e11ea4961278a3681a12c9470347c0
Foley et al. 2017. Taxonomic revision of Hipposideros.pdf,Foley et al. 2017. Taxonomic revision of Hipposideros.pdf,403384,2022-04-22T15:14:20,7115bcb48072e80aaeefffe78cd03e02,6250ef38747baf8f1ae509f7dd26605f9b1ec4897ac8ca6b072690beff51427a
Folia Zoologica 2015.pdf,Folia Zoologica 2015.pdf,2627915,2015-08-25T02:31:42,9d2a32c0211806d72e516658782efa44,8aa99201167aa44fa163da45b9bdbd44ac8bf046664262c9b396aea01ede21f7
"Folia Zoologica, 1994.pdf","Folia Zoologica, 1994.pdf",112758,2005-08-23T09:56:58,504d22219b30e1e40f0e79f636ac7cc1,c97c2c6b4202830528feb65092c6e36123477022a6ea81316a955dd53e8bf8aa
"Folia Zoologica, 2001.pdf","Folia Zoologica, 2001.pdf",107955,2005-08-23T10:17:12,7240fe0ae107e2fb6d4177bae72e71c7,dcb0dbc5b6eb0e29c9b205b6a669f66fdf4f56ebfc58031ac35ff91ebc3b474e
"Folia Zoologica,2007.pdf","Folia Zoologica,2007.pdf",123032,2007-07-25T10:16:02,04dd4b3ede10f8ce35be9f92e605f9dc,e099dedfb93487608ad0060bb773a5e7932fd5057914a55bbebe85f8655c0232
Folia Zoologica- 2012.pdf,Folia Zoologica- 2012.pdf,816340,2012-07-03T02:57:02,769aee3e905dc9ae765935e5dcec4f3b,c6416d35289800c9f80e1d7cb6f5a3ba6834cbfd04287830f56a61825c193045
Folia-Zoologica-2009-editorial.pdf,Folia-Zoologica-2009-editorial.pdf,96541,2009-11-13T02:24:48,84e3f50c815459fab9a83ad78ff90b9a,bf59c66302d2c0441b51e9a4e3d8ab8b39f01987b6f9fa5e71fe7b62a39cf680
Folia-Zoologica-2009.pdf,Folia-Zoologica-2009.pdf,185235,2009-11-12T07:14:56,84914a8624f4bccb9b03fa12fe23c42f,f2323f5d5f22ec6fd09adcdff2446e46dcab05868731e36a48545b3e59c2faf5
"Forbes 1998 Temperature and humidity study, Torgac Cave, New Mexico.pdf","Forbes 1998 Temperature and humidity study, Torgac Cave, New Mexico.pdf",161694,2005-07-06T16:26:26,b41be8b1e6ea8febab1334cf5c1ccd1b,363f591cc2fc9591f929c9507a65217358ffe6d3ffa59c90b95c421d72d5ad72
Ford et al 2005 Relating bat species presence to simple habitats in Appalachian forest.pdf,Ford et al 2005 Relating bat species presence to simple habitats in Appalachian forest.pdf,372959,2006-02-10T14:28:36,2183323421d52cc7612c4372ee45e15f,bfe37278a5ce0da6b3ed870bb69fffbf25d5c9d6fecce4386dff5bde6c4e8772
Foster & Kurta 1999 Roosting ecology of Myotis septentrionalis and comparisons w. M. sodalis.pdf,Foster & Kurta 1999 Roosting ecology of Myotis septentrionalis and comparisons w. M. sodalis.pdf,1744572,2006-01-28T11:44:00,4e9f25919ab14639475c6c77704a02b4,ba2f5198a748a9cdd6424c1bb1da0d3142c47fb71fe5885412d661b4256afdac
Francis & Eger 2012 A review of tube-nosed bats (Murina) from Laos and two new species.pdf,Francis & Eger 2012 A review of tube-nosed bats (Murina) from Laos and two new species.pdf,1398561,2013-02-04T07:43:30,c7448070268773c90f931e172f9f5138,bd4a365f496ba86a5b13de76246ea69e2f94f7c714ef102700a5469a8304b5ed
Francis & Habersetzer 1998 Interspecific and intraspecific variation in echolocation and ...of horseshoe bats.pdf,Francis & Habersetzer 1998 Interspecific and intraspecific variation in echolocation and ...of horseshoe bats.pdf,925483,2011-05-19T08:47:32,a4c946acb6b53cdd0c28c146f256226d,a2c363838245269d5913acae45da21911d81765014e0a2420a4ca873f1fbc5c5
Francis & Hill 1986 A review of the Bornean Pipistrellus.pdf,Francis & Hill 1986 A review of the Bornean Pipistrellus.pdf,3826291,2011-07-25T05:19:12,87bf2b7030cc443869a24cb8e66d3a2a,d0419bc697e79259b496125c62e91208b9496a22948f48314a7c51be976143ae
"Francis & Hill 1986 Review of the Bornean Pipistrellus, p. 49-51.pdf","Francis & Hill 1986 Review of the Bornean Pipistrellus, p. 49-51.pdf",872048,2010-07-08T10:00:20,b72ae3e644b5f8529ecae84af97dc291,f853ac7994ad0672033047a87332cb65324840518f744898c3214e741db16854
Francis & Hill 1998 New records and a new Myotis from Malaysia.pdf,Francis & Hill 1998 New records and a new Myotis from Malaysia.pdf,668625,2006-02-10T04:08:06,4db29eba14a41a4e193ab2291690fe51,568acdb38a0e0d900cd454875342553402252623674a232d8ffe92852f8cce97
Francis & Khoonmy  1998 Report on survey of bats in Dong Hua Sao NBCA.pdf,Francis & Khoonmy  1998 Report on survey of bats in Dong Hua Sao NBCA.pdf,29303,2010-09-29T07:50:40,e09caaeaf3d7abffae06f43c4c636e6f,3c91e270198f718698cf7bd7d1179ed7881bda3145bd8c5d53736780da9e46d1
Francis & Khoonmy 1998 Bat survey in Phou Khao Khouay NBCA.pdf,Francis & Khoonmy 1998 Bat survey in Phou Khao Khouay NBCA.pdf,27213,2010-09-29T09:07:48,f88aec2dee00a2a027d69b1f3fc9dd4c,8026a466b4f0dd095e77fa269f7503ea8aa756834bd35dffb5ef1d03e7f5100c
Francis & Khoonmy 1998 Survey of bats in Dong Khanthung.pdf,Francis & Khoonmy 1998 Survey of bats in Dong Khanthung.pdf,30185,2010-09-29T07:57:54,e710fc557296c5c2ace8a7ff68f4cb44,5bb571cc314dc515cf6d8181b19456a8f5505aa0c96e97f3615faa672cfaf8d1
Francis & Khoonmy 1998 Survey of bats in Hin Nam No NBCA.pdf,Francis & Khoonmy 1998 Survey of bats in Hin Nam No NBCA.pdf,41740,2010-09-29T08:02:46,2357cc79ad1d1de4b63e5213ee7f11f6,021e6bfe97521f28f7946d7823a7dc027a06787bc6efe7846859151dd9267894
"Francis & Khounboline 1998 Bat surveys in 1995 an 1996 at Houei Nhang, Lao PDR.pdf","Francis & Khounboline 1998 Bat surveys in 1995 an 1996 at Houei Nhang, Lao PDR.pdf",18773,2010-09-29T08:06:54,07b9362f424f7236b9261f1aa5724eff,58c6cd5b21806afe5b3d4282c929b1ed5c348f8ae2880c4f5da83ea78e2eda53
Francis & Vongkhamheng 1998 Survey of bats in Khammouan limestone NBCA.pdf,Francis & Vongkhamheng 1998 Survey of bats in Khammouan limestone NBCA.pdf,38146,2010-09-29T08:15:06,6b5b2ccafe75fd3ee2848a95e7bb4271,93c60265b9a5ae1d1552b1aa9a2b14d30aa795b34b56743219ef723f0f532d9b
Francis 1989 A comparison of mist nets and harp traps for capturing bats.pdf,Francis 1989 A comparison of mist nets and harp traps for capturing bats.pdf,1539338,2011-05-11T06:21:00,2e5a9df08e56f730d9b5511f372cd0df,866458a3249356bd585fe8dcb671a81b1a98473d1e014a24bc2b03afe8d54c23
Francis 1989 Fruit bats from Malaysia and Brunei incl. Megaerops wetmorei.pdf,Francis 1989 Fruit bats from Malaysia and Brunei incl. Megaerops wetmorei.pdf,448942,2006-02-10T17:30:16,fe5c5b7c8c134b89e6dd8b04a1d0dda2,9546d2a3a832e55e292eae033b14e7bc5346f127cdec6f769f05587b68c1655a
